,_1
8506,"['aborigines', 'march', 'day', 'mourning']"
8507,"['giant', 'marionettes', 'perth', ""'once"", 'lifetime', ""opportunity'""]"
8508,"['official', 'platypus', 'weird']"
8509,"['nurses', 'await', 'decision', 'manslaughter', 'trial']"
8510,"['clp', 'rebel', 'mla', 'group', 'list', 'demands', 'adam', 'giles']"
8511,"['truckie', 'loses', 'road', 'train', 'flooded', 'creek']"
8512,"['fishers', 'pleased', 'ministers', 'approach', 'illegal']"
8513,"['wrap', 'australian', 'open', 'round', 'four']"
8514,"['sydney', 'make', 'three', 'row']"
8515,"['safety', 'checks', 'north', 'coast', 'airports']"
8516,"['hunter', 'unemployment', 'tipped', 'rise']"
8517,"['bendigo', 'health', 'boosting', 'resources', 'curb', 'aged']"
8518,"['shires', 'assoc', 'tumut', 'concert', 'fine', 'long']"
8519,"['tasmania', 'budget', '2017', 'need', 'know']"
8520,"['leeds', 'reject', 'inter', 'loan', 'bid', 'viduka']"
8521,"['australia', 'send', 'aid', 'russia']"
8522,"['second', 'cross', 'act', 'drowning', 'warning']"
8523,"['agencies', 'swamped', 'nt', 'refugee', 'influx']"
8524,"['home', 'loan', 'downturn', 'likely', 'continue', 'hia']"
8525,"['labor', 'attacks', 'turnbulls', 'economic', 'judgement']"
8526,"['charity', 'ride', 'raises', 'ms', 'millions']"
8527,"['png', 'aid', 'benefiting', 'aust', 'businesses', 'somare']"
8528,"['youth', 'group', 'unhappy', 'appeal', 'carers']"
8529,"['japan', 'reserves', 'comment', 'tuna', 'catch', 'claims']"
8530,"['arthur', 'phillip', 'commemorated', 'westminister', 'abbey', 'plaque']"
8531,"['ambulance', 'station', 'closure', 'sparks', 'response', 'time']"
8532,"['sunderland', 'sack', 'manager', 'oneill']"
8533,"['passes', 'confidence', 'vote', 'nt', 'govt']"
8534,"['foreign', 'investment', 'secured', 'gold', 'mining']"
8535,"['internet', 'bubble', 'analyst', 'turns', 'reporter']"
8536,"['body', 'found', 'washed', 'sydney', 'beach']"
8537,"['wandering', 'cattle', 'killed', 'separate', 'newell', 'highway', 'accidents']"
8538,"['guantanamo', 'abuse', 'inquiry', 'sought', 'howard']"
8539,"['ofarrell', 'calls', 'fines', 'crimes', 'scheme']"
8540,"['still', 'decision', 'opening', 'compensation']"
8541,"['australian', 'conservatives', 'party', 'merge']"
8542,"['asian', 'honeybees', 'varroa', 'mites', 'detected']"
8543,"['press', 'freedom', 'reminder', 'liberties']"
8544,"['leader', 'fated', 'antarctic', 'voyage', 'defends', 'trip']"
8545,"['roxon', 'clarifies', 'gp', 'super', 'clinic', 'comments']"
8546,"['woman', 'bomber', 'car', 'bomb', 'kill', 'five', 'iraq']"
8547,"['rescue', 'begins', 'stranded', 'humpback', 'calf']"
8548,"['government', 'handling', 'wikileaks', 'clumsy', 'best']"
8549,"['king', 'spotted', 'underworld', 'figure']"
8550,"['rural', 'nrn', 'paul', 'williams', '2706']"
8551,"['canberra', 'balloon', 'spectacular', 'takes', 'skies']"
8552,"['industry', 'hails', 'minister', 'stop', 'taxi', 'reforms']"
8553,"['snowboarder', 'mt', 'hotham']"
8554,"['island', 'festival', 'breaks', 'records']"
8555,"['party', 'announcement', 'r']"
8556,"['knights', 'welcome', 'dropping', 'charges']"
8557,"['dispapointing', 'spring', 'ahead', 'hot;', 'dry', 'summer']"
8558,"['top', 'cop', 'tells', 'drunken', 'brawlers', 'wake']"
8559,"['closer', 'pm1']"
8560,"['chans', 'lawyers', 'unhappy', 'afp', 'involvement']"
8561,"['government', 'ends', 'financial', 'assistance', 'scheme']"
8562,"['police', 'increase', 'presence', 'hindley', 'street']"
8563,"['tigers', 'deny', 'fighting', 'cowboys']"
8564,"['feral', 'peacocks']"
8565,"['sudanese', 'woman', 'sentenced', 'death', 'freed', 'within', 'days']"
8566,"['judge', 'rejects', 'speeding', ""motorist's"", 'twin', 'identities']"
8567,"['mother', 'jailed', 'baby', 'daughters', 'death']"
8568,"['catholic', 'church', 'offers', 'help', 'resettle', 'syrian', 'refugees']"
8569,"['bob', 'dylan', 'found', 'god']"
8570,"['federal', 'government', 'dumps', 'gp', 'co', 'payment']"
8571,"['rural', 'dairy', 'optical', 'sensors', 'boom', 'sprayer', 'cuts', 'greenhouse', 'gas']"
8572,"['hollywood', 'sex', 'symbol', 'jane', 'russell', 'dead', '89']"
8573,"['islamic', 'school', 'protesters', 'wake']"
8574,"['teneriffe', 'celebrates', 'independence', 'newstead']"
8575,"['pakistan', 'probe', 'video', 'woman', 'whipped']"
8576,"['gulf', 'ghost', 'ship', 'search', 'fails', 'unlock', 'mystery']"
8577,"['former', 'nrl', 'player', 'purtell', 'suffers', 'heart', 'attack']"
8578,"['togo', 'footballers', 'ambushed']"
8579,"['east', 'coast', 'algal', 'bloom', 'move']"
8580,"['disease', 'risk', 'rises', 'philippine', 'typhoon']"
8581,"['morocco', 'fire', 'kills', '55']"
8582,"['ratko', 'mladic', 'found', 'guilty', 'genocide']"
8583,"['jobs', 'cut', 'choked', 'port']"
8584,"['grandstand', 'breakfast', 'december', '24']"
8585,"['qld', 'labor', 'coalition', 'release', 'costings']"
8586,"['showing', 'best', 'worst', 'films', '2014']"
8587,"['coroner', 'criticises', 'jail', 'cell', 'design', 'efforts']"
8588,"['pacific', 'fishing', 'nations', 'us', 'sign']"
8589,"['stories', 'dead', 'given', 'new', 'life', 'robe', 'cemetery']"
8590,"['dances', 'dogs', 'canberra', 'hosts', 'international', 'show']"
8591,"['ntca', 'pastoral', 'student', 'exchange', '2015']"
8592,"['premier', 'says', 'confident', 'mr', 'overlands']"
8593,"['eastman', 'bid', 'judge', 'stand', 'aside', 'goes', 'act', 'appeal', 'court']"
8594,"['hodges', 'see', 'career', 'broncos']"
8595,"['record', 'demand', 'basin', 'water']"
8596,"['frosty', 'ices', 'symmons', 'plains', 'pole']"
8597,"['expert', 'calls', 'mental', 'resilience', 'campaign']"
8598,"['gastro', 'outbreak', 'hospital']"
8599,"['prison', 'guard', 'sold', 'drugs', 'inmates', 'inquiry', 'told']"
8600,"['cooper', 'given', 'chance', 'shine']"
8601,"['16', 'killed', 'surge', 'violence', 'indian', 'kashmir']"
8602,"['mataranka', 'cattle', 'death', 'numbers', 'increases']"
8603,"['indonesian', 'troops', 'kill', 'two', 'rebels', 'aceh']"
8604,"['govt', 'approves', 'bus', 'driver', 'pay', 'deal']"
8605,"['cricket', 'world', 'cup:', 'pakistan', 'recalls', 'chief', 'selector', 'moin', 'khan']"
8606,"['helen', 'chu', 'sells', 'mushrooms', 'markets']"
8607,"['fans', 'flock', 'pre', 'season', 'afl', 'clash']"
8608,"['troubles', 'strike', 'fighter', 'project']"
8609,"['six', 'charged', 'brawl', 'melbournes', 'cbd']"
8610,"['multiculturalism', 'advocate', 'zubrzycki']"
8611,"['qld', 'country', 'hour', '21', 'october', '2014']"
8612,"['centralised', 'service', 'triple', 'zero', 'calls']"
8613,"['native', 'title', 'consent', 'ruling', 'breaks', 'barriers']"
8614,"['mid', 'flight', 'death', 'forces', 'jetstar', 'land', 'darwin']"
8615,"['council', 'unveil', 'revised', 'highrise', 'plan']"
8616,"['bikie', 'headquarters', 'searched', 'bayswater']"
8617,"['thai', 'airport', 'chiefs', 'resign', 'safety', 'issues']"
8618,"['beattie', 'weighs', 'early', 'election', 'call']"
8619,"['hawks', 'destiny', 'hands']"
8620,"['mp', 'maintains', 'telstra', 'opposition']"
8621,"['solomon', 'islands', 'introduces', 'new', 'community', 'company', 'model']"
8622,"['xenophon', 'wilkie', 'push', 'journalist', 'protection']"
8623,"['giacoppo', 'defend', 'cycling', 'title']"
8624,"['spector', 'produces', 'wifes', 'album', 'prison']"
8625,"['lose', 'home', 'without', 'leaving', 'tv', 'bets', 'warning']"
8626,"['eckhart', 'jenkins', 'join', 'depp', 'rum', 'diary']"
8627,"['dubbo', 'showground', 'grandstand', 'get', 'revamp']"
8628,"['rain', 'halts', 'federer', 'roddick']"
8629,"['barty', 'falls', 'kl', 'quarters']"
8630,"['ntch', 'podcast', '291014']"
8631,"['rain', 'tipped', 'boost', 'hume', 'dam', 'level']"
8632,"['wantfas', '20th', 'anniversary']"
8633,"['incoming', 'bhp', 'chief', 'mackenzie']"
8634,"['bushfire', 'victims', 'warned', 'insurance', 'scammers']"
8635,"['hunter', 'cattle', 'shortage']"
8636,"['global', 'financial', 'crisis', 'halts', 'alcoa', 'expansion']"
8637,"['military', 'aircraft', 'crahses', 'colombia', 'killing', '11']"
8638,"['rudd', 'calls', 'abbott', 'reveal', 'talks', 'murdoch', 'nbn']"
8639,"['worries', 'fungicide', 'resistance']"
8640,"['debts', 'cut', 'air', 'zimbabwes', 'wings']"
8641,"['sinking', 'feeling', 'dick', 'smith', 'shareholders']"
8642,"['toxic', 'pesticide', 'used', 'australian', 'strawberries']"
8643,"['leaked', 'cable', 'wont', 'hurt', 'china', 'relations', 'gillard']"
8644,"['dollar', 'could', 'hit', 'parity', 'tomorrow']"
8645,"['petrol', 'cars', 'headed', 'scrapheap']"
8646,"['record', 'coal', 'exports', 'queensland']"
8647,"['phantom', 'cattle', 'prompt', 'audit', 'livestock', 'id', 'system']"
8648,"['turkey', 'detains', 'senior', 'gulen', 'aide', 'coup', 'attempt']"
8649,"['india', 'votes', 'new', 'president']"
8650,"['broncos', 'still', 'waiting', 'barba', 'release']"
8651,"['russell', 'northe', 'talks', 'mental', 'illness']"
8652,"['bartoli', 'top', 'seed', 'hobart']"
8653,"['google', 'pay', 'damages', 'underworld', 'link']"
8654,"['volunteers', 'lend', 'hand', 'bushfire', 'victims']"
8655,"[""syria's"", 'assad', 'grants', 'amnesty', 'election']"
8656,"['cross', 'border', 'mining', 'province', 'promises', 'shared']"
8657,"['malaysian', 'court', 'reserves', 'anwar', 'bail', 'appeal', 'judgment']"
8658,"['defence', 'secretary', 'resigns', 'best', 'scandal']"
8659,"['home', 'invasion', 'alarming', 'police', 'say']"
8660,"['bureaucracy', 'blossoms', 'victoria']"
8661,"['aussie', 'martin', 'wins', 'discus', 'final', 'throw']"
8662,"['geoff', 'jansz', 'talks', 'farming']"
8663,"['australias', 'poor', 'escalating', 'hunger', 'problem']"
8664,"['mining', 'boom', 'partly', 'blamed', 'greater', 'mortgage']"
8665,"['pigs', 'upset', 'kings', 'crocs', 'cats']"
8666,"['breach', 'sewage', 'discharge', 'leads', 'community', 'garden', 'grant']"
8667,"['france', 'goalkeeper', 'steve', 'mandanda', 'suffers', 'cracked', 'vertebra']"
8668,"['shire', 'hears', 'push', 'axe', 'pastoral', 'lease', 'rates']"
8669,"['virus', 'puts', 'hackett', 'canberra', 'meet']"
8670,"['pulp', 'mill', 'lobbying', 'intensifies']"
8671,"['james', 'hardie', 'fines', 'joke']"
8672,"['bargain', 'hunters', 'warned', 'real', 'estate', 'scams']"
8673,"['suspected', 'eta', 'blast', 'injures', '7', 'spanish', 'police']"
8674,"['australia', 'unveils', 'squad', 'india', 'tour']"
8675,"['kyrgyzstan', 'death', 'toll', 'rises', '46']"
8676,"['oil', 'depot', 'hit', 'rocket', 'south', 'west', 'iran']"
8677,"['nsw', 'alcohol', 'sales', 'rules', 'retain', 'discount', 'vouchers']"
8678,"['roo', 'talks', 'crows', 'chances']"
8679,"['singapore', 'bound', 'duel', 'tanker', 'delayed', 'tasmania']"
8680,"['four', 'killed', 'phuket', 'nightclub', 'fire']"
8681,"['murder', 'accused', 'cannot', 'recall', 'killings']"
8682,"['new', 'white', 'maize', 'feed', 'growing', 'chicken', 'industry']"
8683,"['prisons', 'boss', 'robert', 'williams', 'says', 'lockdown']"
8684,"['aged', 'bonds', 'back', 'table']"
8685,"['coroner', 'finds', 'crane', 'driver', 'speeding']"
8686,"['doyle', 'concerned', 'leadership', 'rumours']"
8687,"['taxi', 'driver', 'attacked', 'armadale']"
8688,"['wild', 'dogs', 'hunting', 'sheep', 'extinction']"
8689,"['33', 'year', 'old', 'seaton', 'speaks', 'experiences']"
8690,"['public', 'service', 'cuts', 'hit', 'canberra', 'housing', 'market']"
8691,"['local', 'hero', 'warning', 'neighbours', 'bushfire']"
8692,"['least', 'two', 'dead', 'gaza', 'strip', 'violence']"
8693,"['nbl', 'prioritises', 'brisbane', 'melbourne', 'clubs']"
8694,"['nsw', 'budget', 'glance']"
8695,"['uk', 'economy', 'shrinks', '16', 'pc']"
8696,"['four', 'corners', 'warlords', 'tune']"
8697,"['queen', 'mary', '2', 'visit', 'preparations']"
8698,"['indonesian', 'maid', 'second', 'victim', 'hong', 'kong', 'murders']"
8699,"['galarrwuy', 'yunupingu', 'awarded', 'honorary', 'doctorate', 'garma', 'festival']"
8700,"['syrians', 'left', 'khan', 'sheikhoun', 'struggle', 'gas', 'attack']"
8701,"['stockland', 'shopping', 'centre', 'row', 'return', 'court']"
8702,"['thurston', 'cleared', 'origin', 'decider']"
8703,"['anz', 'agm', 'interest', 'rates']"
8704,['story']
8705,"['uni', 'says', 'nursing', 'places', 'enough']"
8706,"['hack', 'crocs']"
8707,"['south', 'africa', 'wins', 'home', 'sevens', 'title', 'australia', 'finishes', 'seventh']"
8708,"['police', 'air', 'ice', 'worries']"
8709,"['afl', 'commission', 'chairman', 'hospital']"
8710,"['brussels', 'terror', 'alert', 'reduced', 'highest', 'level', 'officials', 'say']"
8711,"['45', 'stabbed', 'street', 'robbery']"
8712,"['newcastle', 'uni', 'appoints', 'first', 'female', 'vs']"
8713,"['community', 'club', 'condemned', 'loan', 'magazine']"
8714,"['lickliter', 'snatches', 'lead', 'chalmers']"
8715,"['call', 'women', 'half', 'seats', 'fijis']"
8716,"['nt', 'ban', 'booze', 'credit']"
8717,"['carr', 'open', 'lithgow', 'library']"
8718,"['connor', 'dont', 'rush', 'repeal', 'effective', 'carbon', 'laws']"
8719,"['us', 'japan', 'set', 'world', 'cup', 'tune']"
8720,"['aussie', 'young', 'guns', 'irish', 'eyes', 'crying']"
8721,"['bendigo', 'front', 'court', 'drug', 'driving', 'charges']"
8722,"['symposium', 'considers', 'cyborg', 'future']"
8723,"['kogan', 'shares', 'slump', 'debut']"
8724,"['police', 'investigate', 'shots', 'fired', 'car', 'chase']"
8725,"['rogerson', 'breaks', 'witness', 'stand']"
8726,"['farmers', 'discuss', 'options', 'plantations', 'corp']"
8727,"['aust', 'honours', 'nz', 'firie', 'burnt', 'vic', 'firestorms']"
8728,"['brett', 'penrose', 'granted', 'bail', 'alleged', 'murder', 'wodonga', 'baby']"
8729,"['roads', 'cut', 'heavy', 'rain', 'central', 'australia']"
8730,"['drinks', 'drought']"
8731,"['flynn', 'rest', 'super', '14', 'season']"
8732,"['officer', 'hot', 'water', 'kd', 'lang', 'escort']"
8733,"['liberal', 'mp', 'pushes', 'morley', 'rail', 'plan', 'fast', 'tracked']"
8734,"['national', 'rural', 'news']"
8735,"['cairns', 'homes', 'amongst', 'states', 'least', 'affordable', 'report']"
8736,"['darwin', 'abduction', 'suspect', 'turns']"
8737,"['coles', 'boss', 'granted', 'pay', 'rise']"
8738,"['mackay', 'show', 'allowed', 'stay', 'showgrounds']"
8739,"['soderling', 'wins', 'third', 'tournament', 'year']"
8740,"['neitz', 'amazed', 'reaching', 'demons', 'milestone']"
8741,"['timing', 'devices', 'found', 'london', 'reports']"
8742,"['sheep', 'tackling', 'video', 'prompts', 'cruelty', 'investigation', 'kings']"
8743,"['wine', 'facebook']"
8744,"['pies', 'pair', 'deny', 'sexual', 'assault']"
8745,"['howard', 'stands', 'record', 'interest', 'rates']"
8746,"['east', 'timor', 'ups', 'border', 'dispute']"
8747,"['slater', 'set', 'miss', 'storm', 'opener']"
8748,"['attorney', 'general', 'pleads', 'labor', 'support', 'plebiscite']"
8749,"['huegill', 'jones', 'spearhead', 'aussie', 'contingent']"
8750,"['artist', 'prepares', 'wood', 'work']"
8751,"['record', 'number', 'grants', 'nsw', 'first', 'homes']"
8752,"['celebrity', 'golfers', 'flock', 'jack', 'newton', 'classic']"
8753,"['champion', 'studs', 'named', 'beef2012']"
8754,"['aussies', 'selection', 'dilemma']"
8755,"['teachers', 'mull', 'revised', 'pay', 'offer']"
8756,"['sullivan', 'caps', 'glasgow', 'pool', 'comeback']"
8757,"['developer', 'buys', 'leeman', 'caravan', 'park']"
8758,"['us', 'encouraged', 'share', 'power', 'iraq']"
8759,"['club', 'course', 'sail', 'training']"
8760,"['somali', 'pirates', 'release', 'iran', 'chartered', 'ship']"
8761,"['stephen', 'curry', 'breaks', 'record', 'three', 'pointers', 'nba', 'game']"
8762,"['greens', 'water', 'protected', 'mining', 'impact']"
8763,"['bali', 'murder', 'accused', 'sara', 'connor', 'david', 'taylor', 'confrontation']"
8764,"['antidepressants', 'may', 'help', 'violent', 'offenders']"
8765,"['teacher', 'stand', 'trial', 'child', 'sex', 'charges']"
8766,"['nsw', 'launches', 'tourism', 'rescue', 'effort']"
8767,"['drivers', 'ignoring', 'mobile', 'phone', 'ban']"
8768,"['skin', 'cancer', 'laser', 'detection', 'reduce', 'need', 'biopsies']"
8769,"['players', 'reject', ""afl's"", 'pay', 'offer']"
8770,"['doctor', 'shortage', 'worsens']"
8771,"['exum', 'knocks', 'back', ""cavaliers'"", 'work', 'offer']"
8772,"['sinosteel', 'shelves', 'koolanooka', 'mining', 'plans']"
8773,"['retail', 'arm', 'yarralumla', 'nursery', 'sold']"
8774,"['survey', 'highlights', 'support', 'driver', 'drug', 'testing']"
8775,"['foreign', 'doctors', 'prop', 'public', 'hospitals', 'gps']"
8776,"['funds', 'flow', 'irrigation', 'channels', 'upgrade']"
8777,"['poor', 'pay', 'turns', 'teachers', 'away', 'research']"
8778,"['waisake', 'naholo', 'make', 'blacks', 'test', 'debut', 'pumas']"
8779,"['israel', 'bombs', 'hezbollah', 'strongholds']"
8780,"['queensland', 'coast', 'feeling', 'yasis', 'fury']"
8781,"['panama', 'disease', 'explanation']"
8782,"['spains', 'crisis', 'deepening']"
8783,"['selling', 'big', 'issue', 'canberra']"
8784,"['ashes', 'michael', 'clarke', 'edge', 'egbaston', 'geoff', 'lemon']"
8785,"['plea', 'help', 'highway', 'rest', 'stop', 'attack']"
8786,"['ponting', 'martyn', 'lead', 'australia', 'massive', 'total']"
8787,"['perth', 'doctor', 'devastated', 'birth']"
8788,"['surf', 'injury', 'compo', 'fight', 'goes', 'high', 'court']"
8789,"['simpsons', 'stars', 'strike', 'doh', 'report']"
8790,"['whip', 'use', 'racehorses', 'questioned', 'study']"
8791,"['labor', 'commits', 'sole', 'workplace', 'authority']"
8792,"['fix', 'underway', 'pumping', 'station', 'water', 'woes']"
8793,"['abc', 'sport']"
8794,"['fruity', 'flavours', 'boost', 'bubbly', 'sales']"
8795,"['robbery', 'victims', 'perth', 'brothel', 'illegal']"
8796,"['us', 'stocks', 'rally', 'corporate', 'deals']"
8797,"['abc', 'business', 'news']"
8798,"['british', 'mp', 'apologises', 'playing', 'candy', 'crush', 'debate']"
8799,"['effort', 'continues', 'protect', 'french', 'observatory']"
8800,"['drum', 'thursday', 'april', '27']"
8801,"['teen', 'qadir', 'next', 'cricketing', 'hope']"
8802,"['blair', 'urges', 'labour', 'focus', 'policy']"
8803,"['bottled', 'reds', 'help', 'wine', 'exports', 'jump']"
8804,"['tokelau', 'first', 'place', 'world', 'run', 'entirely', 'solar', 'power']"
8805,"['real', 'life', 'rescue', 'tv', 'drama', 'manager']"
8806,"['chiefs', 'welcome', 'back', 'sonny', 'bill', 'williams', '23', '18', 'win']"
8807,"['yoga', 'cultural', 'appropriation', '50', 'years', 'light']"
8808,"['giving', 'tree', 'appeal', 'sets', 'record']"
8809,"['mildura', 'campus', 'questions', 'uni', 'places', 'offer']"
8810,"['rural', 'primary', 'producers', 'timezone', 'change']"
8811,"['interview', 'chris', 'gayle']"
8812,"['call', 'review', 'respite', 'centres', 'late', 'funds', 'bid']"
8813,"['wa', 'premier', 'warns', 'offending', 'chinese', 'government']"
8814,"['aiken', 'signs', 'life', 'cyber', 'ice']"
8815,"['suspected', 'suicide', 'bombing', 'kills', '15', 'pakistan']"
8816,"['croc', 'safaris', 'selling', 'licenses', 'rich', 'hunters', 'isnt', 'fair']"
8817,"['indonesia', 'releases', 'ji', 'leader']"
8818,"['finnish', 'elvis', 'fan', 'launch', 'pope', 'tribute']"
8819,"['people', 'forward', 'accounts', 'dealing']"
8820,"['margins', 'big', 'opposition', 'chikarovsky']"
8821,"['wa', 'punters', 'bet', 'big', 'melbourne', 'cup']"
8822,"['cameron', 'smith', 'fire', 'mckinnon', 'tackle', 'comments']"
8823,"['fires', 'bendemeer', 'currabubula', 'wee', 'waa']"
8824,"['trade', 'sanctions', 'wont', 'save', 'nguyen', 'downer']"
8825,"['australia', 'switzerland', 'davis', 'cup']"
8826,"['thousands', 'flood', 'victims', 'lodge', 'insurance', 'claims']"
8827,"['miner', 'welcomes', 'chance', 'sell', 'uranium', 'russia']"
8828,"['anu', 'uni', 'offer', 'joint', 'degrees']"
8829,"['two', 'charged', 'illegal', 'shellfish', 'catch']"
8830,"['rex', 'backs', 'airport', 'fees', 'snub']"
8831,"['graves', 'newcastle', 'soldiers', 'among', 'destroyed']"
8832,"['forensic', 'testing', 'adelaide', 'blast', 'scene']"
8833,"['teen', 'accused', 'sex', 'crimes', '8yo', 'girl']"
8834,"['adani', 'carmichael', 'coalmine', 'shift', 'millions', 'cayman', 'islands']"
8835,"['camera', 'equipped', 'specs', 'may', 'restore', 'sight']"
8836,"['refugee', 'offer', 'sparks', 'national', 'interest']"
8837,"['hikers', 'found', ""victoria's"", 'high', 'country', 'never', 'lost']"
8838,"['coroner', 'deliver', 'cafe', 'death', 'findings']"
8839,"['pm', 'promises', 'talks', 'tasmanian', 'land', 'clearing', 'move']"
8840,"['federal', 'support', 'urged', 'rural', 'doctors']"
8841,"['friday', 'markets', 'julia', 'lee']"
8842,"['banks', 'drag', 'market', 'lower']"
8843,"['new', 'kits', 'help', 'outback', 'students', 'touch', 'barrier', 'reef']"
8844,"['businesses', 'urged', 'plan', 'flu', 'pandemic']"
8845,"['abbotts', 'leadership', 'put', 'party', 'room', 'test']"
8846,"['resolution', 'sought', 'nenw', 'buildplan', 'projects']"
8847,"['federal', 'police', 'investigate', 'sheikhs', 'dvd']"
8848,"['ireland', 'vote', 'tense', 'referendum']"
8849,"['afridi', 'lifts', 'pakistan', 'competitive', 'total']"
8850,"['nurse', 'queensland', 'woman', 'writes', 'open', 'letter']"
8851,"['closer', 'pm1']"
8852,"['telstra', 'offers', 'farmers', '3g', 'phone', 'assurances']"
8853,"['bail', 'refused', 'charged', 'child', 'porn']"
8854,"['cup', 'dream', 'frontieres']"
8855,"['building', 'progress', 'payments', 'illegal', 'hia']"
8856,"['rising', 'murray', 'ends', 'floodplains', 'drought']"
8857,"['dajka', 'arrives', 'sydney', 'appeal', 'hearing']"
8858,"['bendigo', 'bank', 'workers', 'prepare', 'new', 'hq']"
8859,"['howard', 'says', 'sex', 'marriage', 'debate', 'needs']"
8860,"['alex', 'reuben', 'mcewan', 'pleads', 'guilty', 'eunji', 'ban', 'murder']"
8861,"['ivf', 'technique', 'aims', 'identify', 'successful', 'embryos']"
8862,"['police', 'yet', 'name', 'drowning', 'victim']"
8863,"['abuse', 'victims', 'confront', 'ex', 'youth', 'worker', 'court']"
8864,"['hobart', 'rooster', 'amnesty', 'hailed', 'success']"
8865,"['national', 'rural', 'news']"
8866,"['south', 'australian', 'farmers', 'prepare', 'catostrophic', 'fire', 'weather']"
8867,['closer']
8868,"['vandals', 'burn', 'golf', 'club', 'shed']"
8869,"['cosgrove', 'colleagues', 'banned', 'cricketing']"
8870,"['coolah', 'shire', 'votes', 'merger']"
8871,"['interview', 'jacob', 'lillyman']"
8872,"['sydney', 'truckies', 'threaten', 'waterfront', 'action']"
8873,"['90pc', 'nsw', 'horse', 'flu', 'free']"
8874,"['frozen', 'sperm', 'dead', 'husband', 'act', 'court']"
8875,"['syrian', 'forces', 'tighten', 'grip', 'aleppo']"
8876,"['police', 'search', 'hit', 'run', 'culprit']"
8877,"['accused', 'raping', 'japanese', 'woman']"
8878,"['officers', 'widow', 'tears', 'court', 'shows', 'footage']"
8879,"['police', 'tightlipped', 'jackson', 'raid']"
8880,"['estate', 'agents', 'push', 'stamp', 'duty']"
8881,"['final', 'version', 'fiji', 'constitution', 'released', 'professor', 'ghai']"
8882,"['hunter', 'slaughters', ""'majestic'"", '40yo', 'zimbabwean', 'elephant']"
8883,"['reduction', 'wine', 'grape', 'yield', 'forecasted']"
8884,"['rudd', 'discusses', 'business', 'council', 'speech', 'swan', 'gillard']"
8885,"['brown', 'labels', 'parliament', 'recall', 'waste', 'money']"
8886,"['explorer', 'backs', 'preferred', 'site', 'iron', 'ore', 'port']"
8887,"['merrin', 'joining', 'panthers', 'three', 'year', 'deal', '2016']"
8888,"['knights', 'take', 'field', 'battle', 'rockhampton']"
8889,"['firefighters', 'hope', 'bring', 'hobart', 'blazes']"
8890,"['quake', 'hits', 'northern', 'india']"
8891,"['matildas', '40kg', 'fleece', 'going', 'charity']"
8892,"['smoke', 'blankets', 'hobart', 'southern', 'tasmania']"
8893,"['sydney', 'hobart', 'set', 'tantalising', 'finish']"
8894,"['smith', 'announces', '3b', 'chopper', 'deal']"
8895,"['woman', 'jailed', 'murdering', 'facto', 'partner', 'near', 'newcastle']"
8896,"['tourism', 'industry', 'backs', 'new', 'bushfire', 'warning', 'scheme']"
8897,"['rapist', 'gets', '10', 'years', 'jail']"
8898,"['pan', 'pacific', 'pork', 'expo', 'live', 'broadcast', 'ptii']"
8899,"['red', 'cards', 'trialled', 'cricket', 'player', 'behaviour', 'worsens']"
8900,"['kids', 'adult', 'psych', 'wards', 'human', 'rights', 'breach']"
8901,"['meteorite', 'recovered', 'help', 'dedicated', 'star', 'gazers']"
8902,"['kelly', 'building', 'social', 'cities', 'value', 'human', 'connecti']"
8903,"['skinsuit', 'help', ""hamelin's"", 'bid', 'sochi', 'gold']"
8904,"['school', 'leavers', 'heading', 'offshore', 'celebrate']"
8905,"['paul', 'dale', 'guilty', 'lying', 'acc', 'williams', 'dealings']"
8906,"['sam', 'guo', 'pushes', 'foreign', 'investment']"
8907,"['collingwood', 'footballer', 'punched', 'woman', 'head']"
8908,"['jackson', 'writes', 'single', 'katrina', 'victims']"
8909,"['roller', 'crushed', 'worker', 'coroner']"
8910,"['stronger', 'dollar', 'signals', 'gold', 'concerns']"
8911,"['firebirds', 'break', 'maiden', 'swifts', 'win']"
8912,"['immigration', 'row', 'thought', 'sparked', 'winery']"
8913,"['womans', 'organs', 'save', 'four', 'people']"
8914,"['historic', 'theatre', 'pitched', 'new', 'arts', 'space']"
8915,"['rowdy', 'protests', 'nightcap', 'approval']"
8916,"['hospital', 'western', 'sydney', 'shooting']"
8917,"['wesser', 'trick', 'panthers', 'stun', 'warriors']"
8918,"['council', 'candidate', 'wants', 'quick', 'court', 'matter']"
8919,"['stress', 'taking', 'toll', 'child', 'safety', 'workers']"
8920,"['hobart', 'remembers', 'fallen', 'soldiers']"
8921,"['molik', 'sets', 'clash', 'dokic']"
8922,"['trump', 'defends', 'remarks', 'veterans', 'mental', 'health']"
8923,"['rudd', 'announces', 'plan', 'fight', 'homelessness']"
8924,"['moreton', 'bay', 'rail', 'link', 'open', 'october', '4']"
8925,"['sartor', 'releases', 'far', 'north', 'coast', 'growth', 'plans']"
8926,"['olympic', 'champion', 'schumann', 'world', 'indoors']"
8927,"['statement', 'motorbike', 'safety']"
8928,"['rising', 'sugar', 'prices', 'cheer', 'cane', 'farmers']"
8929,"['family', 'writes', 'apology', 'thai', 'king', 'behalf']"
8930,"['aussies', 'hunt', 'chopra', 'takes', 'lead']"
8931,"['farmers', 'told', 'keep', 'stock', 'poisonous', 'plants']"
8932,"['bangladesh', 'record', 'run', 'chase', 'sri', 'lanka']"
